id,name,description,axis,level,source
lit_research_gaps_0126,"Cross-border ocean research collaboration: Blue economy of the Indian Ocean: resource economics, strategic vision","Literature-derived competence (cluster: Cross-border ocean research collaboration) from Blue economy research gaps & governance papers. Source paper: Blue economy of the Indian Ocean: resource economics, strategic vision, and ethical governance (Ranadhir Mukhopadhyay
V. J. Loveson
Sridhar D. Iyer
P.K. Sud, 2020).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0127,Open science and FAIR data in blue economy: Ocean literacy research community: co-identifying gaps and priorities,"Literature-derived competence (cluster: Open science and FAIR data in blue economy) from Blue economy research gaps & governance papers. Source paper: Ocean literacy research community: co-identifying gaps and priorities to advance the UN Ocean Decade (Jen McRuer
Emma McKinley
Diz Glithero
Martha Paiz-Domingo, 2024).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0128,Blue economy innovation ecosystems and incubators: Author comment: Social science to accelerate coastal adaptation to sea,"Literature-derived competence (cluster: Blue economy innovation ecosystems and incubators) from Blue economy research gaps & governance papers. Source paper: Author comment: Social science to accelerate coastal adaptation to sea-level rise — R1/PR6 (Xénia Philippenko, 2023).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0129,Knowledge transfer between science and ocean policy: Resilience: What is it and what does it mean for marine policymakers?,"Literature-derived competence (cluster: Knowledge transfer between science and ocean policy) from Blue economy research gaps & governance papers. Source paper: Resilience: What is it and what does it mean for marine policymakers? (Mark T. Gibbs, 2009).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0130,Technology readiness for sustainable blue economy: Review: Social science to accelerate coastal adaptation to sea-level r,"Literature-derived competence (cluster: Technology readiness for sustainable blue economy) from Blue economy research gaps & governance papers. Source paper: Review: Social science to accelerate coastal adaptation to sea-level rise — R1/PR7 (, 2023).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0131,Maritime education and training gaps: Author comment: Social science to accelerate coastal adaptation to sea,"Literature-derived competence (cluster: Maritime education and training gaps) from Blue economy research gaps & governance papers. Source paper: Author comment: Social science to accelerate coastal adaptation to sea-level rise — R0/PR1 (Gonéri Le Cozannet, 2023).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0132,Blue economy innovation ecosystems and incubators: Recommendation: Social science to accelerate coastal adaptation to sea,"Literature-derived competence (cluster: Blue economy innovation ecosystems and incubators) from Blue economy research gaps & governance papers. Source paper: Recommendation: Social science to accelerate coastal adaptation to sea-level rise — R0/PR4 (, 2023).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0133,Science-policy interface in maritime governance: The blue compendium: From knowledge to action for a sustainable ocean,"Literature-derived competence (cluster: Science-policy interface in maritime governance) from Blue economy research gaps & governance papers. Source paper: The blue compendium: From knowledge to action for a sustainable ocean economy (J Lubchenco
PM Haugan, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0134,"Cross-border ocean research collaboration: Developing a Blue Economy in Depok West Java, Indonesia: Opportunities","Literature-derived competence (cluster: Cross-border ocean research collaboration) from Blue economy research gaps & governance papers. Source paper: Developing a Blue Economy in Depok West Java, Indonesia: Opportunities and Challenges of Neon Tetra Fish Cultivation (Harlis Setiyowati
Mulyanto Nugroho
Abdul Halik, 2022).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0136,Blue economy innovation ecosystems and incubators: Decision: Social science to accelerate coastal adaptation to sea-level,"Literature-derived competence (cluster: Blue economy innovation ecosystems and incubators) from Blue economy research gaps & governance papers. Source paper: Decision: Social science to accelerate coastal adaptation to sea-level rise — R1/PR9 (, 2023).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0137,Digital transformation of maritime industries: Review: Social science to accelerate coastal adaptation to sea-level r,"Literature-derived competence (cluster: Digital transformation of maritime industries) from Blue economy research gaps & governance papers. Source paper: Review: Social science to accelerate coastal adaptation to sea-level rise — R0/PR2 (, 2023).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0138,Integrated ocean observing and data governance: 2.3. Sub-Theme 3: Approaches for collaborative regional ocean governan,"Literature-derived competence (cluster: Integrated ocean observing and data governance) from Blue economy research gaps & governance papers. Source paper: 2.3. Sub-Theme 3: Approaches for collaborative regional ocean governance for a sustainable blue economy 2.3. 1. Conserva (A Tuda
M Graziano
M Azali
A Heenan, ).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0139,"Blue economy monitoring, evaluation and learning: Journal of Aquatic Research and Sustainability","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: Journal of Aquatic Research and Sustainability (MAI Mondal, 2024).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0140,Coral reef and seagrass restoration science: Review of national laws and regulation in Indonesia in relation to an,"Literature-derived competence (cluster: Coral reef and seagrass restoration science) from Blue economy research gaps & governance papers. Source paper: Review of national laws and regulation in Indonesia in relation to an ecosystem approach to fisheries management (Umi Muawanah
Gellwynn Yusuf
Luky Adrianto
Jimy Kalther
Rober, 2018).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0141,Digital transformation of maritime industries: Enhancement of Indonesia’s blue economy sector through innovation and,"Literature-derived competence (cluster: Digital transformation of maritime industries) from Blue economy research gaps & governance papers. Source paper: Enhancement of Indonesia’s blue economy sector through innovation and competitive advantage based on Resource-Based View (Andri Rianawati
Noviaty Kresna Darmasetiawan
Faizal Susilo H, 2024).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0142,Cross-border ocean research collaboration: The future of ocean governance,"Literature-derived competence (cluster: Cross-border ocean research collaboration) from Blue economy research gaps & governance papers. Source paper: The future of ocean governance (Pradeep Singh
Aline Jaeckel
Aline Jaeckel, 2018).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0143,Plastic pollution monitoring in marine systems: Expert assessment of risks posed by climate change and anthropogenic a,"Literature-derived competence (cluster: Plastic pollution monitoring in marine systems) from Blue economy research gaps & governance papers. Source paper: Expert assessment of risks posed by climate change and anthropogenic activities to ecosystem services in the deep North  (Claire W. Armstrong
Godwin Kofi Vondolia
Godwin Kofi Vondoli, 2019).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0144,Marine biodiversity monitoring and assessment: Blue carbon in the Indian Ocean: a review and research agenda,"Literature-derived competence (cluster: Marine biodiversity monitoring and assessment) from Blue economy research gaps & governance papers. Source paper: Blue carbon in the Indian Ocean: a review and research agenda (Mathew A. Vanderklift
Daniel Gorman
Andrew D. L. Steven, 2019).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0145,Knowledge transfer between science and ocean policy: Strategic Marketing of Blue Financing for Advancing Blue Economy Activ,"Literature-derived competence (cluster: Knowledge transfer between science and ocean policy) from Blue economy research gaps & governance papers. Source paper: Strategic Marketing of Blue Financing for Advancing Blue Economy Activities: A Comprehensive Review (Mazlinawati Abdul Majid
Intan Sazrina Saimy, 2024).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0146,Marine protected area design and effectiveness: Availability of educational materials and training courses on blue eco,"Literature-derived competence (cluster: Marine protected area design and effectiveness) from Blue economy research gaps & governance papers. Source paper: Availability of educational materials and training courses on blue economy and marine spatial planning (MSP): A global r (Grace Mumbi Mutia
Maurine Kerubo Arori, 2024).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0147,"Blue economy monitoring, evaluation and learning: Bridging Knowledge Gaps towards 2030: The Use of Foresight for the Str","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: Bridging Knowledge Gaps towards 2030: The Use of Foresight for the Strategic Management of a Sustainable Blue Economy (Lisa Pace
Kristian Borch
Alan Deidun, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0148,Blue economy innovation ecosystems and incubators: Review: Social science to accelerate coastal adaptation to sea-level r,"Literature-derived competence (cluster: Blue economy innovation ecosystems and incubators) from Blue economy research gaps & governance papers. Source paper: Review: Social science to accelerate coastal adaptation to sea-level rise — R0/PR3 (, 2023).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
